predictor,coeff_train,coeff_val
intercept,43.272117260455616,56.46578782020449
CONV_850,-51209.73974104498,-109751.30448671861
DIV_200,52934.02556853373,63962.9544779635
q_850,345.6958637921308,533.6623634577678
T_850,-0.16386541069854876,-0.21703534011086603
WSPD_700,0.007825100507054428,0.004540457850543238
CONV850_x_q850,11136707.573325928,13742226.749388956
